iter	MultiClass
292	0.8637896553
293	0.8635591657
294	0.8632844322
295	0.862864747
296	0.8625378266
297	0.8622474424
298	0.8618121709
299	0.8615944109
300	0.861292733
301	0.8608465069
302	0.8606025332
303	0.8603832794
304	0.860251711
305	0.8600725993
306	0.8599135454
307	0.8597556945
308	0.8595361242
309	0.8593497373
310	0.859041492
311	0.8587954236
312	0.8585456447
313	0.858305058
314	0.8580222114
315	0.8578393958
316	0.8575383149
317	0.8573888341
318	0.8571602141
319	0.8568976284
320	0.8566963867
321	0.8565253606
322	0.8562418578
323	0.8560486329
324	0.8558945736
325	0.8557209408
326	0.8555256714
327	0.8551242402
328	0.8547871998
329	0.854598301
330	0.8543546022
331	0.854182029
332	0.8539433097
333	0.8537253884
334	0.8535745863
335	0.8534414631
336	0.853249523
337	0.8528710131
338	0.8527390129
339	0.8523516717
340	0.8520677559
341	0.8517751442
342	0.8516148562
343	0.8513955568
344	0.8511686749
345	0.8509098762
346	0.8504912155
347	0.8502991429
348	0.850026332
349	0.8497202608
350	0.8495948348
351	0.8494208971
352	0.8492732669
353	0.8490803765
354	0.8487917997
355	0.8486642426
356	0.8485079627
357	0.848357224
358	0.8481615604
359	0.8479368176
360	0.8476141826
361	0.8473778447
362	0.8472065615
363	0.8470466408
364	0.8467832957
365	0.8466434945
366	0.8464486526
367	0.8462440663
368	0.8459838714
369	0.8456941481
370	0.8455115239
371	0.8453962314
372	0.845209737
373	0.8450516017
374	0.8448215165
375	0.8446540194
376	0.8445258876
377	0.844377364
378	0.8441497309
379	0.843935034
380	0.8437099998
381	0.8434777635
382	0.8430017848
383	0.8429173451
384	0.8427930997
385	0.84255456
386	0.842352938
387	0.8421503256
388	0.8419331467
389	0.8415812828
390	0.8413489762
391	0.8412251487
392	0.8410524045
393	0.8408442363
394	0.8407216735
395	0.8405722881
396	0.8404065933
397	0.8402985794
398	0.840091939
399	0.8399867278
400	0.8398810673
401	0.8395738902
402	0.8394362462
403	0.839281371
404	0.8390407853
405	0.8388933309
406	0.8387313047
407	0.8385467447
408	0.8383397768
409	0.8382010856
410	0.8379879781
411	0.8377144925
412	0.837595606
413	0.8373862096
414	0.8371278522
415	0.8369115521
416	0.836684822
417	0.8364668668
418	0.836319641
419	0.8361454581
420	0.8359149329
421	0.8356832387
422	0.8355879264
423	0.8354167545
424	0.8352443399
425	0.8350615374
426	0.8349296056
427	0.8348362399
428	0.8346188147
429	0.834360159
430	0.8341838297
431	0.8338072184
432	0.8336676578
433	0.8335058507
434	0.8334041167
435	0.8331818925
436	0.8330323682
437	0.8328633909
438	0.8326528084
439	0.8325876479
440	0.8324266846
441	0.8322134496
442	0.8320194297
443	0.8318819373
444	0.8316961673
445	0.8315177966
446	0.8313127246
447	0.8310373596
448	0.8309308731
449	0.8308178495
450	0.8307067257
451	0.8304008453
452	0.8302322283
453	0.8301002747
454	0.8299827829
455	0.8297776922
456	0.8296173718
457	0.8294606121
458	0.8292898111
459	0.8291948452
460	0.8290571871
461	0.8288552383
462	0.8286529533
463	0.8284854694
464	0.8283401885
465	0.8280990406
466	0.8279111993
467	0.8277860013
468	0.8276862907
469	0.8275537651
470	0.8273671508
471	0.8272011497
472	0.8270818336
473	0.826830853
474	0.8264924419
475	0.8263461342
476	0.8261589657
477	0.8258816786
478	0.8257804244
479	0.8256494921
480	0.8255427685
481	0.8253342197
482	0.8252696551
483	0.8250282903
484	0.8249550105
485	0.8247638345
486	0.8246388861
487	0.8245197726
488	0.8243803726
489	0.8242644586
490	0.824176685
491	0.8240830671
492	0.8239539175
493	0.8236460328
494	0.8235398989
495	0.82343536
496	0.823270306
497	0.8231122225
498	0.8229990071
499	0.8228746224
500	0.8227091427
501	0.8226278187
502	0.8224391939
503	0.8222114922
504	0.8220677899
505	0.8219341202
506	0.8215721049
507	0.8213438956
508	0.8211114408
509	0.821003548
510	0.8207981617
511	0.8206458147
512	0.8205234582
513	0.8203835401
514	0.8203170334
515	0.820223655
516	0.8200039061
517	0.8199114079
518	0.8197601706
519	0.8195741261
520	0.819420302
521	0.8193286143
522	0.8191420398
523	0.819030022
524	0.8189328966
525	0.8188283863
526	0.8186378211
527	0.818493946
528	0.8184048765
529	0.8182957249
530	0.8181557166
531	0.8180154633
532	0.8179051194
533	0.8176740546
534	0.8172171618
535	0.8170414944
536	0.8169301614
537	0.8168182141
538	0.8167334594
539	0.8165480557
540	0.8163758665
541	0.8162603966
542	0.8162015567
543	0.8161408921
544	0.8160254281
545	0.815808948
546	0.8155392496
547	0.8153827693
548	0.815282345
549	0.8149300898
550	0.8148379878
551	0.8146942946
552	0.8144517214
553	0.8142646883
554	0.8141012826
555	0.8139405015
556	0.813755842
557	0.8135239234
558	0.8133033187
559	0.8130436244
560	0.8128900748
561	0.8125591755
562	0.8122938267
563	0.8122051323
564	0.8121282628
565	0.8119504995
566	0.8118816243
567	0.8116927842
568	0.8114909966
569	0.8114187086
570	0.8110640906
571	0.8109198078
572	0.810834345
573	0.810654194
574	0.8105194411
575	0.8103638889
576	0.8101939838
577	0.8100430459
578	0.809795388
579	0.8096295303
580	0.8095351098
581	0.8094556508
582	0.8092617579
583	0.8090428193
584	0.8088422618
585	0.8087571102
586	0.8086477479
587	0.8085666764
588	0.8084499927
589	0.8082785864
590	0.8081427228
591	0.8078797913
592	0.8077243372
593	0.8074892126
594	0.8072958173
595	0.8070581381
596	0.8068873005
597	0.8068161137
598	0.8066291544
599	0.806536924
600	0.8063095638
601	0.806166195
602	0.8060020619
603	0.8058206232
604	0.8054848942
605	0.8052235927
606	0.8051050602
607	0.8050114233
608	0.8048924289
609	0.8047356838
610	0.8046497548
611	0.8045317151
612	0.8043902617
613	0.8042471093
614	0.804142919
615	0.8039947475
616	0.8038651325
617	0.8037743456
618	0.8036902583
619	0.8035211418
620	0.803392999
621	0.8031560845
622	0.8030445315
623	0.8028734189
624	0.8027032659
625	0.8026080739
626	0.8025214685
627	0.8024405687
628	0.8020682739
629	0.8019350614
630	0.8017924829
631	0.8017217404
632	0.801625916
633	0.8014673613
634	0.8013427115
635	0.8011501573
636	0.8010211457
637	0.8009420375
638	0.8008550592
639	0.800707148
640	0.8005799478
641	0.8005028885
642	0.8003930349
643	0.8003041557
644	0.8002119207
645	0.8000184465
646	0.7998855808
647	0.7997406636
648	0.7996241893
649	0.7994798173
650	0.7993902185
651	0.7992763349
652	0.7991848557
653	0.7991279732
654	0.7990327662
655	0.7988640982
656	0.7987007374
657	0.798554737
658	0.7982579884
659	0.7981270227
660	0.7980455936
661	0.7979623237
662	0.797713764
663	0.7975627844
664	0.7974284972
665	0.7973411792
666	0.7972008515
667	0.7971456459
668	0.7969734581
669	0.7968476018
670	0.7967721197
671	0.796663208
672	0.7965267749
673	0.7964215603
674	0.7962794878
675	0.7961609791
676	0.7960836812
677	0.7960053198
678	0.7957991193
679	0.7956566632
680	0.7953819894
681	0.7951836797
682	0.7950554573
683	0.7949009548
684	0.7948140949
685	0.7947220237
686	0.7946757152
687	0.7944455879
688	0.7943152941
689	0.7942267526
690	0.794107573
691	0.7939999733
692	0.7939091596
693	0.7938243855
694	0.7937039137
695	0.7935187032
696	0.7934268827
697	0.7933042492
698	0.793200701
699	0.7930965292
700	0.7929960108
701	0.7929126289
702	0.7928125388
703	0.7927241872
704	0.7926277924
705	0.7925477165
706	0.7923680713
707	0.7920456406
708	0.7918998792
709	0.79173356
710	0.7915962417
711	0.7914570304
712	0.7913427055
713	0.7912351459
714	0.7911153467
715	0.790977888
716	0.7908661789
717	0.7907448467
718	0.790612822
719	0.7904686609
720	0.7903398116
721	0.7901055933
722	0.7900281438
723	0.7899774718
724	0.7898968264
725	0.7897987425
726	0.7897035126
727	0.7896451887
728	0.7895186974
729	0.789389128
730	0.7892613369
731	0.7891429856
732	0.78907152
733	0.788969334
734	0.7888616906
735	0.7887040323
736	0.7886276549
737	0.788518064
738	0.7883866622
739	0.7883242367
740	0.7882468731
741	0.7881452142
742	0.7879876307
743	0.7879136161
744	0.787814174
745	0.787750973
746	0.7876162727
747	0.787396725
748	0.7872782581
749	0.787203456
750	0.7870825624
751	0.7869978371
752	0.7868596046
753	0.7868086894
754	0.7867358683
755	0.7865366291
756	0.7864350517
757	0.7863324115
758	0.7862613938
759	0.7861557126
760	0.7859593415
761	0.7858562523
762	0.7857165585
763	0.7856302756
764	0.7854599015
765	0.7853565181
766	0.7852353819
767	0.785170691
768	0.7850796122
769	0.7849385395
770	0.7845971039
771	0.7844918753
772	0.7843975884
773	0.7843351655
774	0.7842656378
775	0.7841754371
776	0.78408841
777	0.7840347486
778	0.7838125889
779	0.783690848
780	0.7836269353
781	0.7835397358
782	0.7834242432
783	0.7833339746
784	0.7832371276
785	0.7831558841
786	0.7829544606
787	0.7828531236
788	0.7827738066
789	0.7827053476
790	0.7825468716
791	0.7824089513
792	0.7823431941
793	0.7822037994
794	0.7820997115
795	0.7819614225
796	0.7818275084
797	0.7817204562
798	0.7816397097
799	0.781483155
800	0.7813124789
801	0.781190261
802	0.7810251492
803	0.7808922
804	0.7808264313
805	0.7807315661
806	0.7806283357
807	0.780356579
808	0.7802869865
809	0.7802235696
810	0.7800595822
811	0.7799644411
812	0.7798215998
813	0.7797105895
814	0.7796272319
815	0.7795322741
816	0.7794147127
817	0.7792158434
818	0.7791068262
819	0.7790412169
820	0.7789160191
821	0.778844874
822	0.778771212
823	0.778715169
824	0.7786354452
825	0.7784877703
826	0.7783756826
827	0.7783323142
828	0.7782746736
829	0.7782019409
830	0.7780668171
831	0.7779048939
832	0.7778428807
833	0.777759134
834	0.777693761
835	0.7776619112
836	0.7775391549
837	0.7773490296
838	0.7772790082
839	0.777154738
840	0.7770437871
841	0.7769085874
842	0.7768052235
843	0.776748524
844	0.7766352242
845	0.7765497868
846	0.7764854314
847	0.7764090748
848	0.7762171006
849	0.776103091
850	0.7760286225
851	0.7758669318
852	0.7757926308
853	0.7756899346
854	0.7756283473
855	0.7755752917
856	0.775497504
857	0.7754502924
858	0.7753356983
859	0.7752587687
860	0.775179738
861	0.7751057834
862	0.7750497631
863	0.7747394362
864	0.7746355273
865	0.7745439155
866	0.7744456568
867	0.7743903034
868	0.7742955322
869	0.7741893516
870	0.7741140496
871	0.7740437009
872	0.7739705412
873	0.7738912861
874	0.7737751174
875	0.7736937805
876	0.7734933191
877	0.7734371071
878	0.7733514601
879	0.7732778052
880	0.7732253222
881	0.7731264532
882	0.7730573631
883	0.7729408564
884	0.7729050971
885	0.7728162499
886	0.7727163615
887	0.7726542119
888	0.772570336
889	0.7724994552
890	0.7724486832
891	0.7723170983
892	0.7722112796
893	0.7720929046
894	0.7719891118
895	0.7719090097
896	0.7717171518
897	0.7716235485
898	0.7715368129
899	0.7714015096
900	0.7713018592
901	0.7712033257
902	0.7711370189
903	0.7709641815
904	0.7709033197
905	0.7708003703
906	0.7706950875
907	0.7706441584
908	0.7705681954
909	0.7704727504
910	0.7704115287
911	0.7703015673
912	0.7701651173
913	0.7700684496
914	0.7699265936
915	0.769788054
916	0.7696841201
917	0.7695858464
918	0.7694916158
919	0.7694166146
920	0.7693647086
921	0.769327538
922	0.7692476565
923	0.7691668971
924	0.7691300791
925	0.7690101577
926	0.7689631142
927	0.7688896246
928	0.7687697712
929	0.768593316
930	0.7684871298
931	0.7682571751
932	0.7681550954
933	0.7680645461
934	0.7680247114
935	0.7679076092
936	0.7678527845
937	0.7677979279
938	0.7676521309
939	0.7675782021
940	0.7674598904
941	0.7674080177
942	0.7673596592
943	0.767220766
944	0.7671645048
945	0.7670708977
946	0.7669746766
947	0.7669204205
948	0.766850412
949	0.7668074712
950	0.7667208727
951	0.7666702274
952	0.7666053491
953	0.766536103
954	0.7664295269
955	0.7663400257
956	0.7662542988
957	0.7661156781
958	0.7658902124
959	0.7658229466
960	0.7656687033
961	0.7656314853
962	0.7655401669
963	0.7653986829
964	0.7653464973
965	0.76519254
966	0.7651101049
967	0.7649972175
968	0.7648992129
969	0.7648297695
970	0.76477449
971	0.7647334718
972	0.7646065295
973	0.7645143982
974	0.76446477
975	0.7643400251
976	0.7642396954
977	0.7640200374
978	0.7639407275
979	0.7638476372
980	0.7637245195
981	0.7636044639
982	0.7635129333
983	0.7634211845
984	0.7633369477
985	0.7632883474
986	0.7630220774
987	0.7629384462
988	0.7628167052
989	0.7627605401
990	0.7626553806
991	0.7625945848
992	0.7624266564
993	0.7622979699
994	0.7622355693
995	0.7621316709
996	0.7620452938
997	0.7619977209
998	0.761900692
999	0.761818369
